V1,ANIMAL_ID,HERD,SEX,FIX_ID,FIX_DATE,FIX_TIME,X_COORD,Y_COORD,Fix_Time_Delta,COLLAR_TYPE_CL,AGE,idate,itime,year,month,JDate
1214850,mr2009a17,MIDRIDGE,F,5324627,2010-05-29,12:01:48,-55.3096489,48.2071037,7260,GPS,255,2010-05-29,12:01:48,2010,5,149
1214851,mr2009a17,MIDRIDGE,F,5324628,2010-05-29,14:01:01,-55.32060554,48.21449266,7153,GPS,255,2010-05-29,14:01:01,2010,5,149
1214852,mr2009a17,MIDRIDGE,F,5324629,2010-05-29,16:00:49,-55.32096453,48.21419774,7188,GPS,255,2010-05-29,16:00:49,2010,5,149
1214853,mr2009a17,MIDRIDGE,F,5324630,2010-05-29,18:00:26,-55.32273892,48.21432913,7177,GPS,255,2010-05-29,18:00:26,2010,5,149
1214854,mr2009a17,MIDRIDGE,F,5324631,2010-05-29,20:00:48,-55.31352968,48.21145942,7222,GPS,255,2010-05-29,20:00:48,2010,5,149
1214855,mr2009a17,MIDRIDGE,F,5324632,2010-05-29,22:00:47,-55.31398514,48.20772702,7199,GPS,255,2010-05-29,22:00:47,2010,5,149
1214856,mr2009a17,MIDRIDGE,F,5324633,2010-05-30,00:01:23,-55.31133269,48.20617951,7236,GPS,255,2010-05-30,00:01:23,2010,5,150
1214857,mr2009a17,MIDRIDGE,F,5324634,2010-05-30,02:00:49,-55.30924971,48.20576109,7166,GPS,255,2010-05-30,02:00:49,2010,5,150
1214858,mr2009a17,MIDRIDGE,F,5324635,2010-05-30,04:00:46,-55.31075739,48.20521355,7197,GPS,255,2010-05-30,04:00:46,2010,5,150
1214859,mr2009a17,MIDRIDGE,F,5324636,2010-05-30,06:00:55,-55.31072756,48.2048316,7209,GPS,255,2010-05-30,06:00:55,2010,5,150
1214860,mr2009a17,MIDRIDGE,F,5324637,2010-05-30,08:00:50,-55.31056417,48.20459397,7195,GPS,255,2010-05-30,08:00:50,2010,5,150
1214861,mr2009a17,MIDRIDGE,F,5324638,2010-05-30,10:00:49,-55.31859017,48.20759138,7199,GPS,255,2010-05-30,10:00:49,2010,5,150
1214862,mr2009a17,MIDRIDGE,F,5324639,2010-05-30,12:00:59,-55.3215893,48.21205306,7210,GPS,255,2010-05-30,12:00:59,2010,5,150
1214863,mr2009a17,MIDRIDGE,F,5324640,2010-05-30,14:00:59,-55.32330028,48.21353646,7200,GPS,255,2010-05-30,14:00:59,2010,5,150
1214864,mr2009a17,MIDRIDGE,F,5324641,2010-05-30,16:00:54,-55.32424578,48.21367559,7195,GPS,255,2010-05-30,16:00:54,2010,5,150
1214865,mr2009a17,MIDRIDGE,F,5324642,2010-05-30,18:00:50,-55.31595792,48.20958458,7196,GPS,255,2010-05-30,18:00:50,2010,5,150
1214866,mr2009a17,MIDRIDGE,F,5324643,2010-05-30,20:00:41,-55.31084413,48.20483055,7191,GPS,255,2010-05-30,20:00:41,2010,5,150
1214867,mr2009a17,MIDRIDGE,F,5324644,2010-05-30,22:01:24,-55.2976515,48.19388443,7243,GPS,255,2010-05-30,22:01:24,2010,5,150
1214868,mr2009a17,MIDRIDGE,F,5324645,2010-05-31,00:00:47,-55.28421625,48.18897268,7163,GPS,255,2010-05-31,00:00:47,2010,5,151
1214869,mr2009a17,MIDRIDGE,F,5324646,2010-05-31,02:01:24,-55.28411658,48.18719926,7237,GPS,255,2010-05-31,02:01:24,2010,5,151
1214870,mr2009a17,MIDRIDGE,F,5324647,2010-05-31,04:00:53,-55.28387765,48.18713642,7169,GPS,255,2010-05-31,04:00:53,2010,5,151
1214871,mr2009a17,MIDRIDGE,F,5324648,2010-05-31,06:00:41,-55.27882123,48.18673835,7188,GPS,255,2010-05-31,06:00:41,2010,5,151
1214872,mr2009a17,MIDRIDGE,F,5324649,2010-05-31,08:00:55,-55.25428614,48.18767971,7214,GPS,255,2010-05-31,08:00:55,2010,5,151
1214873,mr2009a17,MIDRIDGE,F,5324650,2010-05-31,10:00:55,-55.232392,48.19227513,7200,GPS,255,2010-05-31,10:00:55,2010,5,151
1214874,mr2009a17,MIDRIDGE,F,5324651,2010-05-31,12:00:56,-55.22791506,48.1865346,7201,GPS,255,2010-05-31,12:00:56,2010,5,151
1214875,mr2009a17,MIDRIDGE,F,5324652,2010-05-31,14:01:21,-55.21259941,48.18454203,7225,GPS,255,2010-05-31,14:01:21,2010,5,151
1214876,mr2009a17,MIDRIDGE,F,5324653,2010-05-31,16:00:55,-55.20776514,48.18004058,7174,GPS,255,2010-05-31,16:00:55,2010,5,151
1214877,mr2009a17,MIDRIDGE,F,5324654,2010-05-31,18:00:50,-55.20630903,48.17916168,7195,GPS,255,2010-05-31,18:00:50,2010,5,151
1214878,mr2009a17,MIDRIDGE,F,5324655,2010-05-31,20:00:54,-55.20816462,48.1810192,7204,GPS,255,2010-05-31,20:00:54,2010,5,151
1214879,mr2009a17,MIDRIDGE,F,5324656,2010-05-31,22:00:44,-55.20752656,48.180645,7190,GPS,255,2010-05-31,22:00:44,2010,5,151
1218891,mr2009a18,MIDRIDGE,F,5328668,2010-05-01,00:00:53,-55.44316142,48.19088838,14397,GPS,255,2010-05-01,00:00:53,2010,5,121
1218892,mr2009a18,MIDRIDGE,F,5328669,2010-05-01,05:00:52,-55.44257494,48.19139294,17999,GPS,255,2010-05-01,05:00:52,2010,5,121
1218893,mr2009a18,MIDRIDGE,F,5328670,2010-05-01,10:01:27,-55.4434294,48.19471349,18035,GPS,255,2010-05-01,10:01:27,2010,5,121
1218894,mr2009a18,MIDRIDGE,F,5328671,2010-05-01,15:00:48,-55.44219903,48.2013725,17961,GPS,255,2010-05-01,15:00:48,2010,5,121
1218895,mr2009a18,MIDRIDGE,F,5328672,2010-05-01,20:00:42,-55.43974297,48.19723803,17994,GPS,255,2010-05-01,20:00:42,2010,5,121
1218896,mr2009a18,MIDRIDGE,F,5328673,2010-05-02,00:00:53,-55.44633875,48.19409332,14411,GPS,255,2010-05-02,00:00:53,2010,5,122
1218897,mr2009a18,MIDRIDGE,F,5328674,2010-05-02,05:00:53,-55.44686074,48.19774592,18000,GPS,255,2010-05-02,05:00:53,2010,5,122
1218898,mr2009a18,MIDRIDGE,F,5328675,2010-05-02,10:03:05,-55.4373828,48.19492891,18132,GPS,255,2010-05-02,10:03:05,2010,5,122
1218899,mr2009a18,MIDRIDGE,F,5328676,2010-05-02,15:00:55,-55.43076184,48.19555367,17870,GPS,255,2010-05-02,15:00:55,2010,5,122
1218900,mr2009a18,MIDRIDGE,F,5328677,2010-05-02,20:01:24,-55.39652026,48.21095676,18029,GPS,255,2010-05-02,20:01:24,2010,5,122
1218901,mr2009a18,MIDRIDGE,F,5328678,2010-05-03,00:00:43,-55.38036512,48.23497602,14359,GPS,255,2010-05-03,00:00:43,2010,5,123
1218902,mr2009a18,MIDRIDGE,F,5328679,2010-05-03,05:01:18,-55.3764341,48.23413038,18035,GPS,255,2010-05-03,05:01:18,2010,5,123
1218903,mr2009a18,MIDRIDGE,F,5328680,2010-05-03,10:01:11,-55.37093967,48.23218033,17993,GPS,255,2010-05-03,10:01:11,2010,5,123
1218904,mr2009a18,MIDRIDGE,F,5328681,2010-05-03,15:01:38,-55.3768449,48.22903786,18027,GPS,255,2010-05-03,15:01:38,2010,5,123
1218905,mr2009a18,MIDRIDGE,F,5328682,2010-05-03,20:00:43,-55.40496428,48.2140105,17945,GPS,255,2010-05-03,20:00:43,2010,5,123
1218906,mr2009a18,MIDRIDGE,F,5328683,2010-05-04,00:00:50,-55.42196787,48.20290573,14407,GPS,255,2010-05-04,00:00:50,2010,5,124
1218907,mr2009a18,MIDRIDGE,F,5328684,2010-05-04,05:00:48,-55.42012676,48.20256912,17998,GPS,255,2010-05-04,05:00:48,2010,5,124
1218908,mr2009a18,MIDRIDGE,F,5328685,2010-05-04,10:00:48,-55.41694464,48.20065254,18000,GPS,255,2010-05-04,10:00:48,2010,5,124
1218909,mr2009a18,MIDRIDGE,F,5328686,2010-05-04,15:00:42,-55.41498421,48.19816759,17994,GPS,255,2010-05-04,15:00:42,2010,5,124
1218910,mr2009a18,MIDRIDGE,F,5328687,2010-05-04,20:01:47,-55.43179697,48.18833165,18065,GPS,255,2010-05-04,20:01:47,2010,5,124
1218911,mr2009a18,MIDRIDGE,F,5328688,2010-05-05,00:00:53,-55.42718342,48.19263602,14346,GPS,255,2010-05-05,00:00:53,2010,5,125
1218912,mr2009a18,MIDRIDGE,F,5328689,2010-05-05,05:02:22,-55.42715038,48.19406868,18089,GPS,255,2010-05-05,05:02:22,2010,5,125
1218913,mr2009a18,MIDRIDGE,F,5328690,2010-05-05,10:01:23,-55.43108585,48.19105505,17941,GPS,255,2010-05-05,10:01:23,2010,5,125
1218914,mr2009a18,MIDRIDGE,F,5328691,2010-05-05,15:00:54,-55.43459349,48.18546207,17971,GPS,255,2010-05-05,15:00:54,2010,5,125
1218915,mr2009a18,MIDRIDGE,F,5328692,2010-05-05,20:01:12,-55.44523087,48.18284019,18018,GPS,255,2010-05-05,20:01:12,2010,5,125
1218916,mr2009a18,MIDRIDGE,F,5328693,2010-05-06,00:00:42,-55.45982335,48.18511348,14370,GPS,255,2010-05-06,00:00:42,2010,5,126
1218917,mr2009a18,MIDRIDGE,F,5328694,2010-05-06,05:00:54,-55.4602384,48.18488884,18012,GPS,255,2010-05-06,05:00:54,2010,5,126
1218918,mr2009a18,MIDRIDGE,F,5328695,2010-05-06,10:01:12,-55.46706986,48.18858882,18018,GPS,255,2010-05-06,10:01:12,2010,5,126
1218919,mr2009a18,MIDRIDGE,F,5328696,2010-05-06,15:01:12,-55.48243823,48.20198226,18000,GPS,255,2010-05-06,15:01:12,2010,5,126
1218920,mr2009a18,MIDRIDGE,F,5328697,2010-05-06,20:00:54,-55.48610744,48.20267012,17982,GPS,255,2010-05-06,20:00:54,2010,5,126
1218921,mr2009a18,MIDRIDGE,F,5328698,2010-05-07,00:01:21,-55.47954774,48.19597387,14427,GPS,255,2010-05-07,00:01:21,2010,5,127
1218922,mr2009a18,MIDRIDGE,F,5328699,2010-05-07,05:00:53,-55.47859518,48.19615735,17972,GPS,255,2010-05-07,05:00:53,2010,5,127
1218923,mr2009a18,MIDRIDGE,F,5328700,2010-05-07,10:01:54,-55.47336262,48.18476401,18061,GPS,255,2010-05-07,10:01:54,2010,5,127
1218924,mr2009a18,MIDRIDGE,F,5328701,2010-05-07,15:00:43,-55.47208844,48.18777429,17929,GPS,255,2010-05-07,15:00:43,2010,5,127
1218925,mr2009a18,MIDRIDGE,F,5328702,2010-05-07,20:00:46,-55.4708388,48.18118349,18003,GPS,255,2010-05-07,20:00:46,2010,5,127
1218926,mr2009a18,MIDRIDGE,F,5328703,2010-05-08,00:01:42,-55.47552027,48.17525444,14456,GPS,255,2010-05-08,00:01:42,2010,5,128
1218927,mr2009a18,MIDRIDGE,F,5328704,2010-05-08,05:02:12,-55.4738593,48.17443684,18030,GPS,255,2010-05-08,05:02:12,2010,5,128
1218928,mr2009a18,MIDRIDGE,F,5328705,2010-05-08,10:00:54,-55.47378124,48.17987163,17922,GPS,255,2010-05-08,10:00:54,2010,5,128
1218929,mr2009a18,MIDRIDGE,F,5328706,2010-05-08,15:00:53,-55.4700454,48.18381994,17999,GPS,255,2010-05-08,15:00:53,2010,5,128
1218930,mr2009a18,MIDRIDGE,F,5328707,2010-05-08,20:00:53,-55.47157211,48.17968524,18000,GPS,255,2010-05-08,20:00:53,2010,5,128
1218931,mr2009a18,MIDRIDGE,F,5328708,2010-05-09,00:00:49,-55.48037554,48.18650481,14396,GPS,255,2010-05-09,00:00:49,2010,5,129
1218932,mr2009a18,MIDRIDGE,F,5328709,2010-05-09,05:00:47,-55.47655508,48.18871361,17998,GPS,255,2010-05-09,05:00:47,2010,5,129
1218933,mr2009a18,MIDRIDGE,F,5328710,2010-05-09,10:03:11,0,0,18144,GPS,255,2010-05-09,10:03:11,2010,5,129
1218934,mr2009a18,MIDRIDGE,F,5328711,2010-05-09,15:01:24,-55.47192145,48.18808146,17893,GPS,255,2010-05-09,15:01:24,2010,5,129
1218935,mr2009a18,MIDRIDGE,F,5328712,2010-05-09,20:01:12,-55.47260466,48.18726743,17988,GPS,255,2010-05-09,20:01:12,2010,5,129
1218936,mr2009a18,MIDRIDGE,F,5328713,2010-05-10,00:00:48,-55.47210085,48.18796783,14376,GPS,255,2010-05-10,00:00:48,2010,5,130
1218937,mr2009a18,MIDRIDGE,F,5328714,2010-05-10,05:00:41,-55.472684,48.18811983,17993,GPS,255,2010-05-10,05:00:41,2010,5,130
1218938,mr2009a18,MIDRIDGE,F,5328715,2010-05-10,10:00:48,-55.46873366,48.1837649,18007,GPS,255,2010-05-10,10:00:48,2010,5,130
1218939,mr2009a18,MIDRIDGE,F,5328716,2010-05-10,15:00:25,-55.46442034,48.17961013,17977,GPS,255,2010-05-10,15:00:25,2010,5,130
1218940,mr2009a18,MIDRIDGE,F,5328717,2010-05-10,20:01:04,-55.46657342,48.18256232,18039,GPS,255,2010-05-10,20:01:04,2010,5,130
1218941,mr2009a18,MIDRIDGE,F,5328718,2010-05-11,00:00:53,-55.45078277,48.18599109,14389,GPS,255,2010-05-11,00:00:53,2010,5,131
1218942,mr2009a18,MIDRIDGE,F,5328719,2010-05-11,05:00:56,-55.44856811,48.184019,18003,GPS,255,2010-05-11,05:00:56,2010,5,131
1218943,mr2009a18,MIDRIDGE,F,5328720,2010-05-11,10:02:42,-55.45043697,48.18898608,18106,GPS,255,2010-05-11,10:02:42,2010,5,131
1218944,mr2009a18,MIDRIDGE,F,5328721,2010-05-11,15:00:47,-55.44078631,48.19148834,17885,GPS,255,2010-05-11,15:00:47,2010,5,131
1218945,mr2009a18,MIDRIDGE,F,5328722,2010-05-11,20:01:18,-55.43278234,48.19456436,18031,GPS,255,2010-05-11,20:01:18,2010,5,131
1218946,mr2009a18,MIDRIDGE,F,5328723,2010-05-12,00:01:17,-55.42081121,48.19574106,14399,GPS,255,2010-05-12,00:01:17,2010,5,132
1218947,mr2009a18,MIDRIDGE,F,5328724,2010-05-12,05:01:23,-55.41781984,48.19872675,18006,GPS,255,2010-05-12,05:01:23,2010,5,132
1218948,mr2009a18,MIDRIDGE,F,5328725,2010-05-12,10:01:20,-55.41254474,48.20734938,17997,GPS,255,2010-05-12,10:01:20,2010,5,132
1218949,mr2009a18,MIDRIDGE,F,5328726,2010-05-12,15:00:53,-55.40481181,48.21519673,17973,GPS,255,2010-05-12,15:00:53,2010,5,132
1218950,mr2009a18,MIDRIDGE,F,5328727,2010-05-12,20:00:48,-55.36354377,48.25780186,17995,GPS,255,2010-05-12,20:00:48,2010,5,132
1218951,mr2009a18,MIDRIDGE,F,5328728,2010-05-13,00:00:44,-55.33042044,48.26843951,14396,GPS,255,2010-05-13,00:00:44,2010,5,133
1218952,mr2009a18,MIDRIDGE,F,5328729,2010-05-13,05:00:48,-55.32838794,48.26692123,18004,GPS,255,2010-05-13,05:00:48,2010,5,133
1218953,mr2009a18,MIDRIDGE,F,5328730,2010-05-13,10:01:24,-55.31231828,48.26137289,18036,GPS,255,2010-05-13,10:01:24,2010,5,133
1218954,mr2009a18,MIDRIDGE,F,5328731,2010-05-13,15:00:50,-55.29162381,48.25304275,17966,GPS,255,2010-05-13,15:00:50,2010,5,133
1218955,mr2009a18,MIDRIDGE,F,5328732,2010-05-13,20:01:20,-55.28357943,48.2419885,18030,GPS,255,2010-05-13,20:01:20,2010,5,133
1218956,mr2009a18,MIDRIDGE,F,5328733,2010-05-14,00:00:49,-55.27698923,48.23838962,14369,GPS,255,2010-05-14,00:00:49,2010,5,134
1218957,mr2009a18,MIDRIDGE,F,5328734,2010-05-14,05:00:49,-55.27105565,48.23860068,18000,GPS,255,2010-05-14,05:00:49,2010,5,134
1218958,mr2009a18,MIDRIDGE,F,5328735,2010-05-14,10:01:23,-55.26246394,48.23873107,18034,GPS,255,2010-05-14,10:01:23,2010,5,134
1218959,mr2009a18,MIDRIDGE,F,5328736,2010-05-14,15:03:08,-55.26468193,48.23102084,18105,GPS,255,2010-05-14,15:03:08,2010,5,134
1218960,mr2009a18,MIDRIDGE,F,5328737,2010-05-14,20:01:13,-55.26430845,48.21558963,17885,GPS,255,2010-05-14,20:01:13,2010,5,134
1218961,mr2009a18,MIDRIDGE,F,5328738,2010-05-15,00:01:24,-55.28674098,48.21032557,14411,GPS,255,2010-05-15,00:01:24,2010,5,135
1218962,mr2009a18,MIDRIDGE,F,5328739,2010-05-15,05:01:24,-55.29085481,48.20898061,18000,GPS,255,2010-05-15,05:01:24,2010,5,135
1218963,mr2009a18,MIDRIDGE,F,5328740,2010-05-15,10:00:50,-55.30425864,48.19557708,17966,GPS,255,2010-05-15,10:00:50,2010,5,135
1218964,mr2009a18,MIDRIDGE,F,5328741,2010-05-15,15:00:49,-55.34146125,48.1737407,17999,GPS,255,2010-05-15,15:00:49,2010,5,135
1218965,mr2009a18,MIDRIDGE,F,5328742,2010-05-15,20:00:53,-55.35000182,48.16481459,18004,GPS,255,2010-05-15,20:00:53,2010,5,135
1218966,mr2009a18,MIDRIDGE,F,5328743,2010-05-16,00:00:44,-55.36469653,48.15168876,14391,GPS,255,2010-05-16,00:00:44,2010,5,136
1218967,mr2009a18,MIDRIDGE,F,5328744,2010-05-16,05:00:54,-55.36840169,48.14569755,18010,GPS,255,2010-05-16,05:00:54,2010,5,136
1218968,mr2009a18,MIDRIDGE,F,5328745,2010-05-16,10:00:48,-55.37958292,48.14466068,17994,GPS,255,2010-05-16,10:00:48,2010,5,136
1218969,mr2009a18,MIDRIDGE,F,5328746,2010-05-16,15:01:11,-55.44890218,48.18453068,18023,GPS,255,2010-05-16,15:01:11,2010,5,136
1218970,mr2009a18,MIDRIDGE,F,5328747,2010-05-16,20:01:53,-55.46132704,48.19098342,18042,GPS,255,2010-05-16,20:01:53,2010,5,136
1218971,mr2009a18,MIDRIDGE,F,5328748,2010-05-17,00:00:54,-55.46049904,48.19374648,14341,GPS,255,2010-05-17,00:00:54,2010,5,137
1218972,mr2009a18,MIDRIDGE,F,5328749,2010-05-17,05:01:17,-55.4417916,48.20131754,18023,GPS,255,2010-05-17,05:01:17,2010,5,137
1218973,mr2009a18,MIDRIDGE,F,5328750,2010-05-17,10:01:18,-55.42437479,48.20994801,18001,GPS,255,2010-05-17,10:01:18,2010,5,137
1218974,mr2009a18,MIDRIDGE,F,5328751,2010-05-17,15:00:50,-55.42497834,48.21356247,17972,GPS,255,2010-05-17,15:00:50,2010,5,137
1218975,mr2009a18,MIDRIDGE,F,5328752,2010-05-17,20:00:53,-55.42842463,48.21239842,18003,GPS,255,2010-05-17,20:00:53,2010,5,137
1218976,mr2009a18,MIDRIDGE,F,5328753,2010-05-18,00:00:56,-55.42130255,48.21261596,14403,GPS,255,2010-05-18,00:00:56,2010,5,138
1218977,mr2009a18,MIDRIDGE,F,5328754,2010-05-18,05:00:53,-55.42155756,48.21225318,17997,GPS,255,2010-05-18,05:00:53,2010,5,138
1218978,mr2009a18,MIDRIDGE,F,5328755,2010-05-18,10:01:42,-55.42373433,48.21006914,18049,GPS,255,2010-05-18,10:01:42,2010,5,138
1218979,mr2009a18,MIDRIDGE,F,5328756,2010-05-18,15:00:53,-55.42239981,48.2150462,17951,GPS,255,2010-05-18,15:00:53,2010,5,138
1218980,mr2009a18,MIDRIDGE,F,5328757,2010-05-18,20:00:53,-55.41638441,48.21845359,18000,GPS,255,2010-05-18,20:00:53,2010,5,138
1218981,mr2009a18,MIDRIDGE,F,5328758,2010-05-19,00:00:53,-55.39758075,48.22342134,14400,GPS,255,2010-05-19,00:00:53,2010,5,139
1218982,mr2009a18,MIDRIDGE,F,5328759,2010-05-19,05:00:54,-55.37963869,48.23370995,18001,GPS,255,2010-05-19,05:00:54,2010,5,139
1218983,mr2009a18,MIDRIDGE,F,5328760,2010-05-19,10:01:24,-55.36555713,48.23462286,18030,GPS,255,2010-05-19,10:01:24,2010,5,139
1218984,mr2009a18,MIDRIDGE,F,5328761,2010-05-19,15:00:43,-55.34306937,48.23401628,17959,GPS,255,2010-05-19,15:00:43,2010,5,139
1218985,mr2009a18,MIDRIDGE,F,5328762,2010-05-19,20:00:48,-55.31363789,48.24767234,18005,GPS,255,2010-05-19,20:00:48,2010,5,139
1218986,mr2009a18,MIDRIDGE,F,5328763,2010-05-20,00:00:25,-55.30582463,48.23270144,14377,GPS,255,2010-05-20,00:00:25,2010,5,140
1218987,mr2009a18,MIDRIDGE,F,5328764,2010-05-20,05:00:47,-55.29952114,48.22811349,18022,GPS,255,2010-05-20,05:00:47,2010,5,140
1218988,mr2009a18,MIDRIDGE,F,5328765,2010-05-20,10:01:17,-55.29953096,48.21543544,18030,GPS,255,2010-05-20,10:01:17,2010,5,140
1218989,mr2009a18,MIDRIDGE,F,5328766,2010-05-20,15:00:53,-55.30254999,48.18643054,17976,GPS,255,2010-05-20,15:00:53,2010,5,140
1218990,mr2009a18,MIDRIDGE,F,5328767,2010-05-20,20:01:24,-55.30874696,48.1736418,18031,GPS,255,2010-05-20,20:01:24,2010,5,140
1218991,mr2009a18,MIDRIDGE,F,5328768,2010-05-21,00:00:54,-55.30944931,48.17345908,14370,GPS,255,2010-05-21,00:00:54,2010,5,141
1218992,mr2009a18,MIDRIDGE,F,5328769,2010-05-21,02:00:55,-55.30942808,48.17374716,7201,GPS,255,2010-05-21,02:00:55,2010,5,141
1218993,mr2009a18,MIDRIDGE,F,5328770,2010-05-21,04:00:57,-55.31153258,48.17313952,7202,GPS,255,2010-05-21,04:00:57,2010,5,141
1218994,mr2009a18,MIDRIDGE,F,5328771,2010-05-21,06:00:56,-55.31175282,48.17307402,7199,GPS,255,2010-05-21,06:00:56,2010,5,141
1218995,mr2009a18,MIDRIDGE,F,5328772,2010-05-21,08:00:48,-55.31310491,48.1735586,7192,GPS,255,2010-05-21,08:00:48,2010,5,141
1218996,mr2009a18,MIDRIDGE,F,5328773,2010-05-21,10:02:32,-55.31811757,48.17651867,7304,GPS,255,2010-05-21,10:02:32,2010,5,141
1218997,mr2009a18,MIDRIDGE,F,5328774,2010-05-21,12:00:55,-55.31822474,48.17667941,7103,GPS,255,2010-05-21,12:00:55,2010,5,141
1218998,mr2009a18,MIDRIDGE,F,5328775,2010-05-21,14:00:28,-55.32035457,48.17809987,7173,GPS,255,2010-05-21,14:00:28,2010,5,141
1218999,mr2009a18,MIDRIDGE,F,5328776,2010-05-21,16:01:23,-55.32986512,48.18074647,7255,GPS,255,2010-05-21,16:01:23,2010,5,141
1219000,mr2009a18,MIDRIDGE,F,5328777,2010-05-21,18:00:24,-55.33011193,48.1809936,7141,GPS,255,2010-05-21,18:00:24,2010,5,141
1219001,mr2009a18,MIDRIDGE,F,5328778,2010-05-21,20:01:24,-55.33535323,48.18377208,7260,GPS,255,2010-05-21,20:01:24,2010,5,141
1219002,mr2009a18,MIDRIDGE,F,5328779,2010-05-21,22:01:12,-55.35282349,48.19124928,7188,GPS,255,2010-05-21,22:01:12,2010,5,141
1219003,mr2009a18,MIDRIDGE,F,5328780,2010-05-22,00:01:04,-55.35205336,48.19553861,7192,GPS,255,2010-05-22,00:01:04,2010,5,142
1219004,mr2009a18,MIDRIDGE,F,5328781,2010-05-22,02:01:01,-55.34616441,48.19812917,7197,GPS,255,2010-05-22,02:01:01,2010,5,142
1219005,mr2009a18,MIDRIDGE,F,5328782,2010-05-22,04:01:24,-55.33579178,48.20744974,7223,GPS,255,2010-05-22,04:01:24,2010,5,142
1219006,mr2009a18,MIDRIDGE,F,5328783,2010-05-22,06:00:53,-55.33392279,48.20826691,7169,GPS,255,2010-05-22,06:00:53,2010,5,142
1219007,mr2009a18,MIDRIDGE,F,5328784,2010-05-22,08:00:43,-55.3337932,48.20792256,7190,GPS,255,2010-05-22,08:00:43,2010,5,142
1219008,mr2009a18,MIDRIDGE,F,5328785,2010-05-22,10:00:54,-55.3339594,48.20826371,7211,GPS,255,2010-05-22,10:00:54,2010,5,142
1219009,mr2009a18,MIDRIDGE,F,5328786,2010-05-22,12:00:48,-55.33906591,48.2060168,7194,GPS,255,2010-05-22,12:00:48,2010,5,142
1219010,mr2009a18,MIDRIDGE,F,5328787,2010-05-22,14:00:49,-55.34154953,48.20470006,7201,GPS,255,2010-05-22,14:00:49,2010,5,142
1219011,mr2009a18,MIDRIDGE,F,5328788,2010-05-22,16:00:41,-55.37115395,48.21621094,7192,GPS,255,2010-05-22,16:00:41,2010,5,142
1219012,mr2009a18,MIDRIDGE,F,5328789,2010-05-22,18:00:23,-55.39017388,48.21828757,7182,GPS,255,2010-05-22,18:00:23,2010,5,142
1219013,mr2009a18,MIDRIDGE,F,5328790,2010-05-22,20:01:17,-55.40434355,48.2147415,7254,GPS,255,2010-05-22,20:01:17,2010,5,142
1219014,mr2009a18,MIDRIDGE,F,5328791,2010-05-22,22:03:09,0,0,7312,GPS,255,2010-05-22,22:03:09,2010,5,142
1219015,mr2009a18,MIDRIDGE,F,5328792,2010-05-23,00:00:38,-55.40733585,48.21431226,7049,GPS,255,2010-05-23,00:00:38,2010,5,143
1219016,mr2009a18,MIDRIDGE,F,5328793,2010-05-23,02:00:49,-55.40092166,48.22844486,7211,GPS,255,2010-05-23,02:00:49,2010,5,143
1219017,mr2009a18,MIDRIDGE,F,5328794,2010-05-23,04:00:42,-55.40142329,48.22862137,7193,GPS,255,2010-05-23,04:00:42,2010,5,143
1219018,mr2009a18,MIDRIDGE,F,5328795,2010-05-23,06:00:55,-55.40377798,48.22821674,7213,GPS,255,2010-05-23,06:00:55,2010,5,143
1219019,mr2009a18,MIDRIDGE,F,5328796,2010-05-23,08:00:58,-55.40564399,48.22775099,7203,GPS,255,2010-05-23,08:00:58,2010,5,143
1219020,mr2009a18,MIDRIDGE,F,5328797,2010-05-23,10:01:12,-55.42023261,48.22176009,7214,GPS,255,2010-05-23,10:01:12,2010,5,143
1219021,mr2009a18,MIDRIDGE,F,5328798,2010-05-23,12:00:56,-55.42031429,48.21831191,7184,GPS,255,2010-05-23,12:00:56,2010,5,143
1219022,mr2009a18,MIDRIDGE,F,5328799,2010-05-23,14:00:42,-55.42032193,48.21834234,7186,GPS,255,2010-05-23,14:00:42,2010,5,143
1219023,mr2009a18,MIDRIDGE,F,5328800,2010-05-23,16:00:52,-55.42011986,48.21372231,7210,GPS,255,2010-05-23,16:00:52,2010,5,143
1219024,mr2009a18,MIDRIDGE,F,5328801,2010-05-23,18:00:53,-55.41788269,48.21121647,7201,GPS,255,2010-05-23,18:00:53,2010,5,143
1219025,mr2009a18,MIDRIDGE,F,5328802,2010-05-23,20:01:15,-55.41675567,48.20964791,7222,GPS,255,2010-05-23,20:01:15,2010,5,143
1219026,mr2009a18,MIDRIDGE,F,5328803,2010-05-23,22:00:49,-55.41546706,48.20714959,7174,GPS,255,2010-05-23,22:00:49,2010,5,143
1219027,mr2009a18,MIDRIDGE,F,5328804,2010-05-24,00:01:09,-55.41532505,48.20751983,7220,GPS,255,2010-05-24,00:01:09,2010,5,144
1219028,mr2009a18,MIDRIDGE,F,5328805,2010-05-24,02:00:48,-55.41532821,48.20827311,7179,GPS,255,2010-05-24,02:00:48,2010,5,144
1219029,mr2009a18,MIDRIDGE,F,5328806,2010-05-24,04:00:23,-55.41573034,48.20801544,7175,GPS,255,2010-05-24,04:00:23,2010,5,144
1219030,mr2009a18,MIDRIDGE,F,5328807,2010-05-24,06:00:47,-55.40639162,48.2002942,7224,GPS,255,2010-05-24,06:00:47,2010,5,144
1219031,mr2009a18,MIDRIDGE,F,5328808,2010-05-24,08:00:47,-55.40586046,48.20017554,7200,GPS,255,2010-05-24,08:00:47,2010,5,144
