event-id,visible,timestamp,location-long,location-lat,algorithm-marked-outlier,height-raw,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,utm-easting,utm-northing,utm-zone
711966722,true,2014-07-10 01:30:10.000,34.9991213,32.7552432,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687279.3771198596,3625921.8774957093,"36N"
711966723,true,2014-07-10 02:00:12.000,35.0013661,32.7549923,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687490.2335970172,3625898.031170086,"36N"
711966724,true,2014-07-10 02:30:18.000,35.0013119,32.7549891,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687485.1619257696,3625897.580326691,"36N"
711966725,true,2014-07-10 03:00:38.000,35.0013085,32.7550227,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687484.7729167155,3625901.300006111,"36N"
711966726,true,2014-07-10 03:31:42.000,,,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",,,
711966727,true,2014-07-10 04:00:17.000,35.0014326,32.7550642,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687496.3137097498,3625906.121537389,"36N"
711966728,true,2014-07-10 04:30:20.000,35.0013591,32.7549707,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687489.6230011052,3625895.623675114,"36N"
711966729,true,2014-07-10 05:00:19.000,35.0013032,32.7548868,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687484.5612224044,3625886.2214819477,"36N"
711966730,true,2014-07-10 05:30:44.000,35.0013714,32.7550697,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687490.5679246375,3625906.6229808535,"36N"
711966731,true,2014-07-10 06:00:20.000,35.0013679,32.7551033,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687490.1695439208,3625910.3424830358,"36N"
711966732,true,2014-07-10 06:30:29.000,35.0013802,32.7550961,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687491.3371108033,3625909.565907924,"36N"
711966733,true,2014-07-10 07:00:24.000,35.001721,32.7549881,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687523.495486084,3625898.194222333,"36N"
711966734,true,2014-07-10 07:30:11.000,35.001548,32.7552742,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687506.6860411675,3625929.6116245985,"36N"
711966735,true,2014-07-10 08:00:43.000,35.0015969,32.7551112,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687511.6095769275,3625911.624167064,"36N"
711966736,true,2014-07-10 08:30:23.000,35.0012368,32.7552526,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687477.5728939151,3625926.6652261885,"36N"
711966737,true,2014-07-10 21:01:14.000,34.9856358,32.7579672,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686010.1660015548,3626200.141994515,"36N"
711966738,true,2014-07-10 21:30:10.000,34.9829465,32.7592698,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",685755.4900721697,3626339.855244617,"36N"
711966739,true,2014-07-10 22:00:10.000,34.9827226,32.7593848,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",685734.27353469,3626352.213861685,"36N"
711966740,true,2014-07-10 22:30:10.000,34.9874103,32.7595903,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686173.0458866049,3626383.2376249824,"36N"
711966741,true,2014-07-10 23:00:12.000,34.9879524,32.7588579,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686225.3615829076,3626302.9802414784,"36N"
711966742,true,2014-07-10 23:30:44.000,34.9879262,32.7587157,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686223.2029778024,3626287.1664772327,"36N"
711966743,true,2014-07-11 00:00:10.000,34.9866654,32.7605804,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686101.1940792609,3626491.7133089863,"36N"
711966744,true,2014-07-11 00:30:12.000,34.9891326,32.7588819,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686335.887676381,3626307.718902073,"36N"
711966745,true,2014-07-11 01:00:44.000,34.9940441,32.7596092,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686794.5401789949,3626397.0234831856,"36N"
711966746,true,2014-07-11 01:30:10.000,34.9952261,32.7603941,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686903.6434893524,3626486.143289022,"36N"
711966747,true,2014-07-11 02:01:28.000,34.9992262,32.756178,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687287.248194437,3626025.717442404,"36N"
711966748,true,2014-07-11 02:30:34.000,34.9987052,32.7559506,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687238.9088269267,3625999.5805675904,"36N"
711966749,true,2014-07-11 03:01:35.000,34.9987472,32.7559436,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687242.85871429,3625998.878686323,"36N"
711966750,true,2014-07-11 03:30:21.000,34.9987052,32.7560697,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687238.6594638674,3626012.786845074,"36N"
711966751,true,2014-07-11 04:00:21.000,34.9987734,32.7560576,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687245.0748559306,3626011.5658096853,"36N"
711966752,true,2014-07-11 04:30:44.000,34.9987664,32.7558996,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687244.7498038344,3625994.033761987,"36N"
711966753,true,2014-07-11 05:00:13.000,34.9987157,32.7558909,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687240.0176306097,3625992.979372759,"36N"
711966754,true,2014-07-11 05:30:38.000,34.9986527,32.7561016,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687233.67364344,3626016.2311619255,"36N"
711966755,true,2014-07-11 06:00:21.000,34.9987174,32.7559564,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687240.0397741458,3626000.2452785093,"36N"
711966756,true,2014-07-11 06:30:33.000,34.9987489,32.7559052,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687243.0983982079,3625994.623750627,"36N"
711966757,true,2014-07-11 07:00:10.000,34.9987769,32.7559027,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687245.727121381,3625994.396079198,"36N"
711966758,true,2014-07-11 07:30:12.000,34.9987734,32.7559211,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687245.360659468,3625996.4301513955,"36N"
711966759,true,2014-07-11 08:00:11.000,34.9987699,32.7558508,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687245.1799168243,3625988.628817953,"36N"
711966760,true,2014-07-11 08:30:25.000,34.9986947,32.7559474,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687237.9317190729,3625999.2071626442,"36N"
711966761,true,2014-07-11 21:00:43.000,34.9795107,32.7722791,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",685406.5996239291,3627776.347042181,"36N"
711966762,true,2014-07-11 21:30:12.000,34.9812855,32.7742402,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",685568.7879745641,3627996.913060862,"36N"
711966763,true,2014-07-11 22:00:44.000,34.9812155,32.7743081,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",685562.0896397806,3628004.319271155,"36N"
711966764,true,2014-07-11 22:30:11.000,34.9812208,32.7743096,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",685562.5830095382,3628004.494893983,"36N"
711966765,true,2014-07-11 23:00:12.000,34.9812068,32.7743423,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",685561.2036427275,3628008.096233523,"36N"
711966766,true,2014-07-11 23:30:19.000,34.9811508,32.7743927,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",685555.8531237054,3628013.5865408946,"36N"
711966767,true,2014-07-12 00:00:45.000,34.9812086,32.7743016,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",685561.4567699811,3628003.586422974,"36N"
711966768,true,2014-07-12 00:30:44.000,34.9808657,32.7749486,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",685527.9919486401,3628074.726739749,"36N"
711966769,true,2014-07-12 01:00:11.000,34.9800298,32.7746593,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",685450.2888620255,3628041.1823081016,"36N"
711966770,true,2014-07-12 01:30:11.000,34.9779228,32.772094,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",685258.2314220638,3627753.0406137155,"36N"
711966771,true,2014-07-12 02:00:12.000,34.9782562,32.7658354,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",685302.4379988661,3627059.6486008335,"36N"
711966772,true,2014-07-12 02:30:41.000,34.9838941,32.7598785,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",685843.00761651,3626409.013805811,"36N"
711966773,true,2014-07-12 03:00:11.000,34.9879664,32.7588556,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686226.678070333,3626302.7498453194,"36N"
711966774,true,2014-07-12 03:30:13.000,34.9939199,32.7594615,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686783.212161454,3626380.426711807,"36N"
711966775,true,2014-07-12 04:00:13.000,34.9954095,32.7575441,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686926.7842159956,3626170.4481276036,"36N"
711966776,true,2014-07-12 04:30:44.000,35.0010497,32.7551489,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687460.2595989548,3625914.835141723,"36N"
711966777,true,2014-07-12 05:00:12.000,35.0012997,32.7549508,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687484.0991135661,3625893.31185775,"36N"
711966778,true,2014-07-12 05:30:42.000,35.0011843,32.7550722,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687473.0319826284,3625906.5687553533,"36N"
711966779,true,2014-07-12 06:00:44.000,35.001256,32.7551153,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687479.6597016556,3625911.4748639665,"36N"
711966780,true,2014-07-12 06:30:05.000,35.0012438,32.7550921,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687478.5652344043,3625908.8807439585,"36N"
711966781,true,2014-07-12 07:00:11.000,35.001291,32.7551648,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687482.8353222407,3625917.0256221676,"36N"
711966782,true,2014-07-12 07:30:14.000,35.0014099,32.7551592,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687493.9876196919,3625916.6153033343,"36N"
711966783,true,2014-07-12 08:01:00.000,35.0012211,32.7552478,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687476.1119170199,3625926.105172054,"36N"
711966784,true,2014-07-12 08:30:45.000,35.0012613,32.755223,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687479.9305171504,3625923.4264593897,"36N"
711966785,true,2014-07-12 21:02:25.000,34.9823501,32.7613183,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",685695.3577388179,3626565.953489677,"36N"
711966786,true,2014-07-12 21:30:22.000,34.9822366,32.7604199,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",685686.5896625657,3626466.1365355616,"36N"
711966787,true,2014-07-12 22:00:45.000,34.98245,32.7585015,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",685710.5675745365,3626253.7920284276,"36N"
711966788,true,2014-07-12 22:30:17.000,34.9868982,32.7571905,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686130.0614064556,3626116.238242153,"36N"
711966789,true,2014-07-12 23:00:51.000,34.98772,32.7565635,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686208.3650415996,3626048.1598353554,"36N"
711966790,true,2014-07-12 23:30:44.000,34.9877531,32.7588827,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686206.6369906132,3626305.379459998,"36N"
711966791,true,2014-07-13 00:00:43.000,34.9899194,32.758069,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686411.2996932054,3626218.9671693277,"36N"
711966792,true,2014-07-13 00:30:44.000,34.9941891,32.7578156,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686811.8726141377,3626198.3981537772,"36N"
711966793,true,2014-07-13 01:00:13.000,34.9941909,32.7578053,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686812.0627808655,3626197.25922761,"36N"
711966794,true,2014-07-13 01:31:08.000,34.9941751,32.7577876,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686810.6193935835,3626195.268693069,"36N"
711966795,true,2014-07-13 02:00:13.000,34.9950861,32.7579217,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686895.6943092728,3626211.7466995544,"36N"
711966796,true,2014-07-13 02:30:15.000,34.9965006,32.7585141,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687026.9852142041,3626279.933262745,"36N"
711966797,true,2014-07-13 03:00:44.000,34.9941979,32.760212,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686807.690629461,3626464.135774238,"36N"
711966798,true,2014-07-13 03:30:21.000,34.9951473,32.7595149,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686898.0983429304,3626388.514985911,"36N"
711966799,true,2014-07-13 04:00:20.000,34.9958816,32.7566369,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686972.9140618403,3626070.6882429915,"36N"
711966800,true,2014-07-13 04:30:44.000,34.999714,32.7553166,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687334.757419961,3625931.0653335247,"36N"
711966801,true,2014-07-13 05:00:38.000,34.9996073,32.7552241,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687324.9537395173,3625920.6197076906,"36N"
711966802,true,2014-07-13 05:30:57.000,34.9997612,32.7553134,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687339.1866058914,3625930.794052476,"36N"
711966803,true,2014-07-13 06:00:28.000,34.9997507,32.7554316,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687337.9551868464,3625943.8819507454,"36N"
711966804,true,2014-07-13 06:30:17.000,34.9997997,32.7554333,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687342.5427563236,3625944.157189039,"36N"
711966805,true,2014-07-13 07:01:06.000,34.9998241,32.7553734,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687344.9544345632,3625937.558431157,"36N"
711966806,true,2014-07-13 07:30:14.000,34.9997787,32.7555179,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687340.3979068003,3625953.5007997407,"36N"
711966807,true,2014-07-13 08:00:44.000,34.999728,32.7554508,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687335.7880557299,3625945.970741962,"36N"
711966808,true,2014-07-13 08:30:13.000,34.9997454,32.7554149,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687337.4935780879,3625942.0208071056,"36N"
711966809,true,2014-07-13 21:00:43.000,34.9860097,32.7604599,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686040.0117257392,3626477.1988800215,"36N"
711966810,true,2014-07-13 21:30:17.000,34.9857719,32.7613636,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686015.8519259322,3626576.986398947,"36N"
711966811,true,2014-07-13 22:00:15.000,34.9858261,32.761382,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686020.8916417947,3626579.12193611,"36N"
711966812,true,2014-07-13 22:30:15.000,34.9854379,32.7618139,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",685983.6227887131,3626626.3302308293,"36N"
711966813,true,2014-07-13 23:00:14.000,34.98673,32.7619624,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686104.3699211185,3626645.0681748604,"36N"
711966814,true,2014-07-13 23:30:16.000,34.9913759,32.7626275,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686538.2540249664,3626726.9974816022,"36N"
711966815,true,2014-07-14 00:00:37.000,34.9933045,32.7629579,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686718.252258912,3626767.0350420712,"36N"
711966816,true,2014-07-14 00:30:14.000,34.9961196,32.7635102,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686980.8397422549,3626833.2472741,"36N"
711966817,true,2014-07-14 01:00:14.000,34.9950267,32.7607525,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686884.2123557159,3626525.5319153024,"36N"
711966818,true,2014-07-14 01:30:17.000,34.9994104,32.7639795,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687288.1651456751,3626891.105148612,"36N"
711966819,true,2014-07-14 02:00:15.000,35.0072488,32.76412,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",688022.2310289086,3626920.585837251,"36N"
711966820,true,2014-07-14 02:30:20.000,35.0091859,32.7634368,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",688205.1515917764,3626848.2735010255,"36N"
711966821,true,2014-07-14 03:00:28.000,35.0079408,32.762213,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",688091.0748571908,3626710.359335022,"36N"
711966822,true,2014-07-14 03:30:15.000,35.0091842,32.7634601,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",688204.9432716134,3626850.854082711,"36N"
711966823,true,2014-07-14 04:01:02.000,35.0047809,32.7578622,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687804.1632516626,3626222.3120295224,"36N"
711966824,true,2014-07-14 04:30:16.000,35.0050485,32.7578664,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687829.2269756318,3626223.2526626918,"36N"
711966825,true,2014-07-14 05:00:46.000,35.0049087,32.7579111,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687816.0346529768,3626227.9610678013,"36N"
711966826,true,2014-07-14 05:31:25.000,35.0049891,32.7579352,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687823.5170356691,3626230.7760672327,"36N"
711966827,true,2014-07-14 06:00:44.000,35.0051097,32.7578024,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687835.09549089,3626216.2646998777,"36N"
711966828,true,2014-07-14 06:30:15.000,35.0051324,32.7577832,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687837.2626798972,3626214.176014831,"36N"
711966829,true,2014-07-14 07:00:23.000,35.0052635,32.7577553,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687849.604600306,3626211.315047622,"36N"
711966830,true,2014-07-14 07:30:15.000,35.0051848,32.7577361,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687842.2711957919,3626209.0463787215,"36N"
711966831,true,2014-07-14 08:00:44.000,35.004162,32.7570097,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687747.9658211617,3626126.6851769765,"36N"
711966832,true,2014-07-14 08:31:40.000,,,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",,,
711966833,true,2014-07-14 21:00:43.000,34.9894281,32.7592022,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686362.906302705,3626343.755308657,"36N"
711966834,true,2014-07-14 21:30:15.000,34.9859398,32.7605733,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686033.2267894498,3626489.6502005504,"36N"
711966835,true,2014-07-14 22:00:16.000,34.984464,32.7613316,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",685893.3813391521,3626571.139765418,"36N"
711966836,true,2014-07-14 22:30:08.000,34.984471,32.7613229,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",685894.0552572653,3626570.1873748577,"36N"
711966837,true,2014-07-14 23:00:38.000,34.9844692,32.7613332,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",685893.8652005576,3626571.3263141126,"36N"
711966838,true,2014-07-14 23:30:15.000,34.9844343,32.7613292,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",685890.6037361255,3626570.8214708874,"36N"
711966839,true,2014-07-15 00:00:16.000,34.9844623,32.7613116,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",685893.2636479614,3626568.919106522,"36N"
711966840,true,2014-07-15 00:30:07.000,34.9815421,32.7615919,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",685619.0882586059,3626594.873611298,"36N"
711966841,true,2014-07-15 01:00:16.000,34.9837017,32.7605293,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",685823.6288604576,3626480.8389744065,"36N"
711966842,true,2014-07-15 01:30:07.000,34.988358,32.7592046,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686262.6411396246,3626342.1374392603,"36N"
711966843,true,2014-07-15 07:31:17.000,35.0040556,32.75727,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687737.45019867,3626155.3595574466,"36N"
711966844,true,2014-07-15 13:33:51.000,,,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",,,
711966845,true,2014-07-15 19:35:08.000,35.0060004,32.7506301,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687933.6199069247,3625422.5517884297,"36N"
711966846,true,2014-07-16 01:36:14.000,34.995275,32.7597784,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686909.5120269213,3626417.9584356467,"36N"
711966847,true,2014-07-16 07:37:02.000,35.000791,32.7555913,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687435.0930017538,3625963.4320303993,"36N"
711966848,true,2014-07-16 13:40:25.000,35.0008592,32.7555338,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687441.6036142454,3625957.176986151,"36N"
711966849,true,2014-07-16 19:41:42.000,34.9838923,32.760478,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",685841.5929547366,3626475.4853574866,"36N"
711966850,true,2014-07-17 01:42:38.000,34.9857894,32.7602683,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686019.770221379,3626455.5662955814,"36N"
711966851,true,2014-07-17 07:43:02.000,35.0007929,32.7557715,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687434.8933438213,3625983.4166913577,"36N"
711966852,true,2014-07-17 13:46:02.000,35.0009116,32.755504,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687446.5757702196,3625953.96544871,"36N"
711966853,true,2014-07-17 19:47:14.000,34.9837174,32.7611232,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",685823.8655155614,3626546.7203116235,"36N"
711966854,true,2014-07-18 01:48:14.000,34.9855411,32.75996,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",685997.1480233845,3626420.9444230227,"36N"
711966855,true,2014-07-18 07:48:43.000,35.000742,32.7555312,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687430.6278380326,3625956.6811236287,"36N"
711966856,true,2014-07-18 13:50:27.000,,,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",,,
711966857,true,2014-07-18 19:51:44.000,34.9846861,32.76059,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",685915.7318991142,3626489.2986555398,"36N"
711966858,true,2014-07-19 01:52:14.000,34.9836405,32.7604741,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",685818.0096981514,3626474.6107341605,"36N"
711966859,true,2014-07-19 02:00:19.000,34.98363,32.760562,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",685816.8432727371,3626484.3389641573,"36N"
711966860,true,2014-07-19 22:01:16.000,34.9778904,32.7677839,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",685264.1297057939,3627275.0645753364,"36N"
711966861,true,2014-07-20 02:01:08.000,34.9812977,32.7743392,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",685569.7252524373,3628007.9119529123,"36N"
711966862,true,2014-07-20 22:00:43.000,34.984034,32.7596084,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",685856.6764747549,3626379.3098444077,"36N"
711966863,true,2014-07-21 02:02:14.000,34.9951229,32.7604174,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686893.9258522538,3626488.5446148263,"36N"
711966864,true,2014-07-21 22:00:43.000,34.9861548,32.7615822,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686051.2709458002,3626601.8987228433,"36N"
711966865,true,2014-07-22 02:00:43.000,34.9967206,32.7537017,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687057.6635938443,3625746.704469368,"36N"
711966866,true,2014-07-22 08:06:03.000,,,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",,,
711966867,true,2014-07-22 14:07:02.000,35.004912,32.7569872,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687818.2843303648,3626125.521067917,"36N"
711966868,true,2014-07-22 20:07:43.000,34.9778573,32.766927,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",685262.8047230219,3627179.9905150365,"36N"
711966869,true,2014-07-23 02:09:02.000,34.9866488,32.7761208,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686067.2870789017,3628214.862651751,"36N"
711966870,true,2014-07-23 08:10:13.000,35.0008189,32.7555001,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687437.8982791913,3625953.368821872,"36N"
711966871,true,2014-07-23 14:12:01.000,35.0007962,32.7555496,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687435.6676219337,3625958.8173771547,"36N"
711966872,true,2014-07-23 20:13:02.000,34.9836055,32.7604853,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",685814.707242413,3626475.7911724965,"36N"
711966873,true,2014-07-24 02:15:14.000,35.0140819,32.7561765,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",688679.169935014,3626051.9382784595,"36N"
711966874,true,2014-07-24 08:17:13.000,35.0048998,32.7570831,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687816.9398336039,3626136.1332048466,"36N"
711966875,true,2014-07-24 14:18:14.000,35.0049051,32.7570696,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687817.4647707142,3626134.64567498,"36N"
711966876,true,2014-07-24 20:18:43.000,34.9927939,32.7574781,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686681.8554640377,3626158.5128856665,"36N"
711966877,true,2014-07-25 02:20:04.000,34.9978523,32.7604003,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687149.682505802,3626491.4722760553,"36N"
711966878,true,2014-07-25 08:21:39.000,35.0048754,32.757052,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687814.7189953183,3626132.641405855,"36N"
711966879,true,2014-07-25 14:23:39.000,,,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",,,
711966880,true,2014-07-25 20:24:32.000,34.9846477,32.7613087,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",685910.6398068182,3626568.9232524857,"36N"
711966881,true,2014-07-26 02:25:37.000,34.9812313,32.7742976,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",685563.5915279001,3628003.1827082406,"36N"
711966882,true,2014-07-26 08:26:20.000,35.0048876,32.75706,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687815.8452717327,3626133.5501300753,"36N"
711966883,true,2014-07-26 14:29:29.000,35.0049226,32.7570791,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687819.0844793762,3626135.730131752,"36N"
711966884,true,2014-07-26 20:30:07.000,34.9862424,32.7591692,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",686064.4993902275,3626334.490474689,"36N"
711966885,true,2014-07-27 02:31:43.000,,,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",,,
711966886,true,2014-07-27 08:33:19.000,,,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",,,
711966887,true,2014-07-27 14:34:50.000,35.0049278,32.7570352,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687819.6638969161,3626130.8715468426,"36N"
711966888,true,2014-07-27 20:36:45.000,,,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",,,
711966889,true,2014-07-28 02:37:43.000,35.0018733,32.7574122,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687532.6820589916,3626167.2580690575,"36N"
711966890,true,2014-07-28 08:39:09.000,35.00494,32.7570735,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687820.7265331777,3626135.1400609007,"36N"
711966891,true,2014-07-28 14:40:49.000,35.0049226,32.7571246,,,"gps",,"10882","H1","Striped hyenas Carmel Israel",687818.9889151503,3626140.775359868,"36N"
