event-id,visible,timestamp,location-long,location-lat,algorithm-marked-outlier,height-raw,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,utm-easting,utm-northing,utm-zone
768944190,true,2014-08-05 08:30:00.000,34.9799126,32.7754409,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685437.6881532783,3628127.643554288,"36N"
768944191,true,2014-08-05 12:00:00.000,34.9801294,32.7753455,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685458.1948988709,3628117.4453328876,"36N"
768944192,true,2014-08-05 21:02:00.000,34.9827173,32.7610015,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685730.418765353,3626531.4700083407,"36N"
768944193,true,2014-08-05 21:31:00.000,34.9822034,32.7587874,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685686.8692117195,3626285.0609092577,"36N"
768944194,true,2014-08-05 22:00:00.000,34.9877846,32.7569901,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",686213.529426776,3626095.5764621035,"36N"
768944195,true,2014-08-05 22:31:00.000,34.9836195,32.7604852,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685816.0191222745,3626475.804667149,"36N"
768944196,true,2014-08-05 23:00:00.000,34.9836195,32.7612867,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685814.3534601559,3626564.67786802,"36N"
768944197,true,2014-08-05 23:30:00.000,34.9781632,32.7676577,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685289.9480405182,3627261.548793921,"36N"
768944198,true,2014-08-06 00:00:00.000,34.9770975,32.771745,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685181.6416405276,3627712.8972711554,"36N"
768944199,true,2014-08-06 00:30:00.000,34.9802641,32.7749678,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685471.5968510325,3628075.8007223094,"36N"
768944200,true,2014-08-06 01:01:00.000,34.9800525,32.7751362,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685451.4256271351,3628094.1025477336,"36N"
768944201,true,2014-08-06 01:31:00.000,34.9800752,32.775117,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685453.591903966,3628092.013377832,"36N"
768944202,true,2014-08-06 02:00:00.000,34.9800491,32.7748557,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685451.6892337636,3628062.9937049095,"36N"
768944203,true,2014-08-06 02:30:00.000,34.9800298,32.7750817,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685449.4122949378,3628088.019588189,"36N"
768944204,true,2014-08-06 03:00:00.000,34.9801172,32.7751122,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685457.5362333262,3628091.5547712618,"36N"
768944205,true,2014-08-06 03:30:00.000,34.9800927,32.7750962,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685455.2743898432,3628089.737677677,"36N"
768944206,true,2014-08-06 04:01:00.000,34.980042,32.7751027,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685450.5115556994,3628090.3695348585,"36N"
768944207,true,2014-08-06 04:30:00.000,34.9801294,32.7750596,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685458.7882355676,3628085.7436772557,"36N"
768944208,true,2014-08-06 05:00:00.000,34.9800123,32.7748447,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685448.2647951304,3628061.709467957,"36N"
768944209,true,2014-08-06 05:30:00.000,34.9801242,32.7748782,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685458.6775844181,3628065.6202542023,"36N"
768944210,true,2014-08-06 06:00:00.000,34.9817397,32.7759492,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685607.7861701166,3628187.210284925,"36N"
768944211,true,2014-08-06 06:30:00.000,34.9846606,32.7746245,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685884.155877263,3628045.4515402243,"36N"
768944212,true,2014-08-06 07:00:00.000,34.9846274,32.7743091,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685881.7018670051,3628010.42043852,"36N"
768944213,true,2014-08-06 07:30:00.000,34.9846221,32.7745047,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685880.7985343421,3628032.1000030846,"36N"
768944214,true,2014-08-06 08:00:00.000,34.9846623,32.7745254,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685884.5212595966,3628034.4659393057,"36N"
768944215,true,2014-08-06 08:30:00.000,34.9846326,32.7744927,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685881.8070943622,3628030.787847885,"36N"
768944216,true,2014-08-06 12:01:00.000,34.9846151,32.7745134,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685880.1247051402,3628033.052391952,"36N"
768944217,true,2014-08-06 21:01:00.000,34.971634,32.7732915,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",684666.63188237,3627874.8280609534,"36N"
768944218,true,2014-08-06 21:30:00.000,34.9766714,32.7788358,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685127.0350170941,3628498.4050874584,"36N"
768944219,true,2014-08-06 22:00:00.000,34.9864197,32.7764617,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",686045.1164942324,3628252.260000662,"36N"
768944220,true,2014-08-06 22:30:00.000,34.9898632,32.77225,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",686376.4671014277,3627791.311853121,"36N"
768944221,true,2014-08-06 23:00:00.000,34.9973093,32.7757717,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",687066.6365202041,3628194.9557950296,"36N"
768944222,true,2014-08-06 23:30:00.000,34.9991399,32.7724745,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",687245.0266362941,3627832.5871938677,"36N"
768944223,true,2014-08-07 00:01:00.000,,,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",,,
768944224,true,2014-08-07 00:31:00.000,34.9778326,32.7703163,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685253.4662441913,3627555.764893381,"36N"
768944225,true,2014-08-07 01:02:00.000,34.9773999,32.7752993,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685202.6043137691,3628107.540296778,"36N"
768944226,true,2014-08-07 01:32:00.000,34.9801574,32.7749661,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685461.6051942442,3628075.425140926,"36N"
768944227,true,2014-08-07 02:00:00.000,34.9799475,32.7752304,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685441.3942318785,3628104.36371438,"36N"
768944228,true,2014-08-07 02:31:00.000,34.9800944,32.7751921,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685455.2346178453,3628100.3744067433,"36N"
768944229,true,2014-08-07 03:02:00.000,34.9800822,32.7755762,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685453.2946596507,3628142.943455056,"36N"
768944230,true,2014-08-07 03:30:00.000,34.9800927,32.7751114,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685455.2428455055,3628091.423110187,"36N"
768944231,true,2014-08-07 04:00:00.000,34.9800682,32.7750651,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685453.0438819319,3628086.246240533,"36N"
768944232,true,2014-08-07 04:30:00.000,34.9800682,32.7751257,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685452.918121225,3628092.9657937777,"36N"
768944233,true,2014-08-07 05:00:00.000,34.9800333,32.7751218,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685449.6569426121,3628092.472161271,"36N"
768944234,true,2014-08-07 05:30:00.000,34.9801277,32.7749486,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685458.8593473681,3628073.432604131,"36N"
768944235,true,2014-08-07 06:01:00.000,,,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",,,
768944236,true,2014-08-07 06:32:00.000,34.9800665,32.7748328,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685453.3667139893,3628060.484973206,"36N"
768944237,true,2014-08-07 07:01:00.000,,,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",,,
768944238,true,2014-08-07 07:30:00.000,34.9801085,32.7750858,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685456.7760450423,3628088.6121879537,"36N"
768944239,true,2014-08-07 08:00:00.000,34.9801067,32.774912,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685456.9681153381,3628069.337442215,"36N"
768944240,true,2014-08-07 08:30:00.000,34.980098,32.7751281,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685455.704667917,3628093.2841603467,"36N"
768944241,true,2014-08-07 12:00:00.000,34.9797727,32.7751066,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685425.2766685149,3628090.329884126,"36N"
768944242,true,2014-08-07 21:01:00.000,,,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",,,
768944243,true,2014-08-07 21:31:00.000,35.0244739,32.7470539,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",689672.2056819109,3625058.9572600382,"36N"
768944244,true,2014-08-07 22:00:00.000,35.0250188,32.7553111,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",689705.7521001569,3625975.530156712,"36N"
768944245,true,2014-08-07 22:31:00.000,35.0211151,32.7566367,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",689337.1796193436,3626115.528182383,"36N"
768944246,true,2014-08-07 23:00:00.000,35.0142192,32.7612105,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",688681.4118840245,3626610.37525071,"36N"
768944247,true,2014-08-07 23:30:00.000,35.0025699,32.7637553,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",687584.6415634792,3626871.8417544705,"36N"
768944248,true,2014-08-08 00:00:00.000,34.9882146,32.7619542,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",686243.4782885945,3626646.770921666,"36N"
768944249,true,2014-08-08 00:31:00.000,34.9831002,32.7598249,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685768.7372974332,3626401.6765090553,"36N"
768944250,true,2014-08-08 01:00:00.000,34.9816821,32.7609427,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685633.5526596392,3626523.133599357,"36N"
768944251,true,2014-08-08 01:30:00.000,34.9794209,32.7649992,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685413.2873817184,3626968.968154582,"36N"
768944252,true,2014-08-08 02:00:00.000,34.976904,32.7695011,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685168.1634314661,3627463.7469542697,"36N"
768944253,true,2014-08-08 02:30:00.000,34.9711077,32.7728522,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",684618.237086144,3627825.1983452803,"36N"
768944254,true,2014-08-08 03:00:00.000,34.9731766,32.7806535,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",684795.9126767617,3628693.8467106433,"36N"
768944255,true,2014-08-08 03:30:00.000,34.9772544,32.7751368,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685189.3113276021,3628089.266968024,"36N"
768944256,true,2014-08-08 04:00:00.000,34.9799685,32.7751306,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685443.5685141474,3628093.33433471,"36N"
768944257,true,2014-08-08 04:30:00.000,34.9801207,32.7749422,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685458.2169001066,3628072.7106756615,"36N"
768944258,true,2014-08-08 05:00:00.000,34.9800333,32.7750763,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685449.7513652482,3628087.4269521935,"36N"
768944259,true,2014-08-08 05:31:00.000,,,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",,,
768944260,true,2014-08-08 06:00:00.000,34.9800805,32.7751034,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685454.1166074299,3628090.5146512585,"36N"
768944261,true,2014-08-08 06:30:00.000,34.9800857,32.7750595,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685454.6948243639,3628085.65597276,"36N"
768944262,true,2014-08-08 07:00:00.000,34.9801155,32.7750922,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685457.4184912774,3628089.334116388,"36N"
768944263,true,2014-08-08 07:30:00.000,34.980098,32.7750978,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685455.7675492481,3628089.9243836896,"36N"
768944264,true,2014-08-08 08:00:00.000,34.9800735,32.775097,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685453.4741610519,3628089.7927230448,"36N"
768944265,true,2014-08-08 08:30:00.000,34.979944,32.7752186,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685441.0908549252,3628103.049150722,"36N"
768944266,true,2014-08-08 12:01:00.000,34.979743,32.7750587,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685422.5938968286,3628084.966492786,"36N"
768944267,true,2014-08-08 21:01:00.000,34.9894858,32.7577703,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",686371.2967151394,3626185.08252218,"36N"
768944268,true,2014-08-08 21:30:00.000,34.981184,32.75934,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685590.2120451836,3626344.5469178236,"36N"
768944269,true,2014-08-08 22:00:00.000,34.9844693,32.7596716,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685897.3291203561,3626387.0822798614,"36N"
768944270,true,2014-08-08 22:30:00.000,34.995338,32.7604557,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",686913.9987666775,3626493.171383919,"36N"
768944271,true,2014-08-08 23:00:00.000,34.9888528,32.762221,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",686302.714944902,3626677.4781530444,"36N"
768944272,true,2014-08-08 23:30:00.000,34.9772913,32.7621474,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685219.6817321344,3626649.0209310954,"36N"
768944273,true,2014-08-09 00:00:00.000,34.9769483,32.7643216,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",685183.042963777,3626889.5033909692,"36N"
768944274,true,2014-08-09 00:30:00.000,34.9718246,32.7728005,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",684685.5013939849,3627820.7170247138,"36N"
768944275,true,2014-08-09 01:01:00.000,34.9715343,32.7732204,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",684657.4391782341,3627866.770208923,"36N"
768944276,true,2014-08-09 01:30:00.000,34.9696333,32.7801796,,,"gps",,"10881","H2","Striped hyenas Carmel Israel",684464.9922723048,3628635.1135855825,"36N"
